start_hour_str,dow_str,start_station_name,city,avg_duration,number_of_trips
Nightime,Sunday,San Salvador at 1st,San Jose,161.1,14
Mid Day,Sunday,SJSU - San Salvador at 9th,San Jose,15.3,14
Evening,Sunday,5th at Howard,San Francisco,12.6,14
Mid Morning,Sunday,Commercial at Montgomery,San Francisco,16.8,14
Early Afternoon,Sunday,Castro Street and El Camino Real,Mountain View,143.7,14
Nightime,Sunday,Howard at 2nd,San Francisco,171.0,14
Nightime,Sunday,Embarcadero at Bryant,San Francisco,70.6,14
Mid Day,Sunday,MLK Library,San Jose,33.4,14
Evening,Monday,San Pedro Square,San Jose,14.1,14
Early Afternoon,Monday,San Jose Civic Center,San Jose,66.5,14
Mid Morning,Monday,2nd at South Park,San Francisco,67.5,14
Afternoon,Monday,San Antonio Caltrain Station,Mountain View,124.9,14
Mid Morning,Monday,Broadway St at Battery St,San Francisco,42.0,14
Evening,Monday,5th at Howard,San Francisco,66.1,14
Mid Day,Monday,San Antonio Caltrain Station,Mountain View,78.3,14
Evening,Tuesday,Paseo de San Antonio,San Jose,10.2,14
Morning,Tuesday,Golden Gate at Polk,San Francisco,19.4,14
Mid Morning,Tuesday,Commercial at Montgomery,San Francisco,56.3,14
Evening,Tuesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,103.8,14
Early Afternoon,Tuesday,University and Emerson,Palo Alto,82.6,14
Afternoon,Tuesday,Palo Alto Caltrain Station,Palo Alto,249.4,14
Mid Day,Tuesday,Post at Kearney,San Francisco,19.1,14
Evening,Tuesday,Washington at Kearny,San Francisco,22.2,14
Early Afternoon,Tuesday,Park at Olive,Palo Alto,105.0,14
Early Afternoon,Wednesday,San Pedro Square,San Jose,21.5,14
Mid Day,Wednesday,San Pedro Square,San Jose,10.4,14
Early Afternoon,Wednesday,Japantown,San Jose,14.9,14
Mid Day,Wednesday,Paseo de San Antonio,San Jose,7.7,14
Nightime,Wednesday,South Van Ness at Market,San Francisco,14.1,14
Mid Morning,Wednesday,Washington at Kearny,San Francisco,49.6,14
Evening,Wednesday,Embarcadero at Folsom,San Francisco,12.0,14
Early Afternoon,Wednesday,California Ave Caltrain Station,Palo Alto,29.7,14
Mid Morning,Thursday,Spear at Folsom,San Francisco,14.7,14
Mid Morning,Thursday,Washington at Kearny,San Francisco,40.9,14
Early Afternoon,Thursday,Cowper at University,Palo Alto,341.1,14
Afternoon,Thursday,University and Emerson,Palo Alto,105.4,14
Mid Day,Thursday,Japantown,San Jose,19.7,14
Mid Morning,Thursday,Mountain View Caltrain Station,Mountain View,668.6,14
Afternoon,Thursday,Rengstorff Avenue / California Street,Mountain View,300.7,14
Mid Day,Friday,San Jose City Hall,San Jose,15.5,14
Nightime,Friday,Civic Center BART (7th at Market),San Francisco,83.4,14
Evening,Friday,Golden Gate at Polk,San Francisco,98.2,14
Nightime,Friday,Washington at Kearny,San Francisco,10.1,14
Early Afternoon,Friday,Arena Green / SAP Center,San Jose,96.9,14
Nightime,Friday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,26.3,14
Evening,Friday,SJSU 4th at San Carlos,San Jose,27.3,14
Mid Day,Friday,San Antonio Caltrain Station,Mountain View,190.1,14
Afternoon,Saturday,MLK Library,San Jose,22.4,14
Nightime,Saturday,San Pedro Square,San Jose,11.9,14
Evening,Saturday,Townsend at 7th,San Francisco,16.1,14
Morning,Saturday,San Francisco City Hall,San Francisco,59.7,14
Morning,Saturday,Howard at 2nd,San Francisco,38.8,14
Evening,Saturday,Davis at Jackson,San Francisco,17.3,14
Mid Morning,Saturday,Commercial at Montgomery,San Francisco,19.6,14
Early Afternoon,Sunday,SJSU 4th at San Carlos,San Jose,16.8,13
Afternoon,Sunday,San Salvador at 1st,San Jose,30.6,13
Nightime,Sunday,SJSU 4th at San Carlos,San Jose,28.2,13
Nightime,Sunday,Golden Gate at Polk,San Francisco,27.1,13
Nightime,Sunday,Temporary Transbay Terminal (Howard at Beale),San Francisco,53.6,13
Morning,Sunday,Mechanics Plaza (Market at Battery),San Francisco,118.9,13
Nightime,Sunday,Washington at Kearny,San Francisco,459.8,13
Morning,Sunday,2nd at Folsom,San Francisco,33.8,13
Mid Morning,Sunday,Post at Kearney,San Francisco,24.7,13
Mid Morning,Sunday,University and Emerson,Palo Alto,378.5,13
Mid Day,Sunday,Santa Clara at Almaden,San Jose,10.3,13
Mid Day,Sunday,Cowper at University,Palo Alto,77.2,13
Afternoon,Sunday,Castro Street and El Camino Real,Mountain View,238.8,13
Nightime,Monday,Clay at Battery,San Francisco,44.2,13
Morning,Monday,Embarcadero at Folsom,San Francisco,15.1,13
Early Afternoon,Monday,Washington at Kearney,San Francisco,35.7,13
Nightime,Monday,South Van Ness at Market,San Francisco,16.7,13
Morning,Monday,Mechanics Plaza (Market at Battery),San Francisco,32.6,13
Nightime,Monday,San Francisco Caltrain (Townsend at 4th),San Francisco,124.4,13
Mid Morning,Monday,Temporary Transbay Terminal (Howard at Beale),San Francisco,62.8,13
Nightime,Monday,Market at Sansome,San Francisco,29.2,13
Early Afternoon,Monday,University and Emerson,Palo Alto,138.2,13
Afternoon,Monday,Mountain View City Hall,Mountain View,18.5,13
Mid Day,Monday,Mountain View Caltrain Station,Mountain View,99.2,13
Mid Day,Monday,Washington at Kearney,San Francisco,122.2,13
Early Afternoon,Monday,Mountain View City Hall,Mountain View,22.2,13
Evening,Monday,Mountain View Caltrain Station,Mountain View,13.2,13
Nightime,Monday,Embarcadero at Folsom,San Francisco,111.6,13
Early Afternoon,Monday,California Ave Caltrain Station,Palo Alto,61.3,13
Afternoon,Monday,Castro Street and El Camino Real,Mountain View,28.4,13
Nightime,Tuesday,South Van Ness at Market,San Francisco,102.1,13
Mid Morning,Tuesday,2nd at Folsom,San Francisco,32.7,13
Mid Day,Tuesday,MLK Library,San Jose,51.0,13
Morning,Tuesday,Embarcadero at Vallejo,San Francisco,13.5,13
Morning,Tuesday,Post at Kearny,San Francisco,28.3,13
Nightime,Tuesday,Embarcadero at Bryant,San Francisco,69.6,13
Mid Morning,Tuesday,Broadway St at Battery St,San Francisco,83.2,13
Early Afternoon,Tuesday,Mountain View Caltrain Station,Mountain View,363.5,13
Morning,Wednesday,Embarcadero at Vallejo,San Francisco,39.2,13
Evening,Wednesday,Howard at 2nd,San Francisco,10.1,13
Afternoon,Wednesday,Adobe on Almaden,San Jose,20.2,13
Nightime,Wednesday,San Francisco Caltrain (Townsend at 4th),San Francisco,12.6,13
Mid Morning,Wednesday,2nd at Folsom,San Francisco,17.8,13
Afternoon,Wednesday,Castro Street and El Camino Real,Mountain View,220.8,13
Afternoon,Wednesday,Cowper at University,Palo Alto,25.2,13
Afternoon,Thursday,Paseo de San Antonio,San Jose,24.3,13
Afternoon,Thursday,Arena Green / SAP Center,San Jose,20.0,13
Evening,Thursday,Townsend at 7th,San Francisco,14.8,13
Evening,Thursday,South Van Ness at Market,San Francisco,106.5,13
Early Afternoon,Thursday,Rengstorff Avenue / California Street,Mountain View,136.8,13
Afternoon,Thursday,San Antonio Caltrain Station,Mountain View,21.8,13
Afternoon,Friday,San Salvador at 1st,San Jose,12.6,13
Evening,Friday,San Jose Civic Center,San Jose,202.5,13
Afternoon,Friday,Santa Clara at Almaden,San Jose,41.6,13
Mid Morning,Friday,San Jose Diridon Caltrain Station,San Jose,8.6,13
Evening,Friday,2nd at Folsom,San Francisco,15.7,13
Morning,Friday,Davis at Jackson,San Francisco,24.9,13
Morning,Friday,Townsend at 7th,San Francisco,15.6,13
Afternoon,Friday,San Antonio Caltrain Station,Mountain View,18.2,13
Early Afternoon,Friday,Castro Street and El Camino Real,Mountain View,8.6,13
Mid Morning,Saturday,Paseo de San Antonio,San Jose,62.5,13
Morning,Saturday,San Francisco Caltrain 2 (330 Townsend),San Francisco,113.1,13
Nightime,Saturday,Steuart at Market,San Francisco,15.9,13
Morning,Saturday,Embarcadero at Bryant,San Francisco,58.4,13
Afternoon,Saturday,Mountain View City Hall,Mountain View,102.2,13
Mid Morning,Sunday,SJSU - San Salvador at 9th,San Jose,22.2,12
Morning,Sunday,Howard at 2nd,San Francisco,87.7,12
Morning,Sunday,Market at 10th,San Francisco,24.2,12
Evening,Sunday,Clay at Battery,San Francisco,18.2,12
Mid Morning,Sunday,Washington at Kearney,San Francisco,34.7,12
Evening,Sunday,Commercial at Montgomery,San Francisco,10.0,12
Evening,Sunday,Howard at 2nd,San Francisco,26.6,12
Evening,Sunday,Embarcadero at Bryant,San Francisco,76.8,12
Mid Day,Sunday,Park at Olive,Palo Alto,45.5,12
Mid Morning,Sunday,Mountain View Caltrain Station,Mountain View,26.1,12
Early Afternoon,Sunday,Evelyn Park and Ride,Mountain View,46.8,12
Early Afternoon,Monday,San Jose Diridon Caltrain Station,San Jose,15.7,12
Evening,Monday,Davis at Jackson,San Francisco,12.6,12
Evening,Monday,2nd at Folsom,San Francisco,91.3,12
Morning,Monday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,79.1,12
Mid Morning,Monday,Townsend at 7th,San Francisco,17.9,12
Evening,Monday,San Jose Diridon Caltrain Station,San Jose,14.3,12
Mid Morning,Monday,Davis at Jackson,San Francisco,154.3,12
Afternoon,Monday,Mountain View Caltrain Station,Mountain View,82.1,12
Mid Day,Monday,Mountain View City Hall,Mountain View,72.8,12
Early Afternoon,Tuesday,MLK Library,San Jose,28.7,12
Afternoon,Tuesday,St James Park,San Jose,29.7,12
Afternoon,Tuesday,Post at Kearney,San Francisco,10.7,12
Nightime,Tuesday,Powell Street BART,San Francisco,13.0,12
Evening,Tuesday,Clay at Battery,San Francisco,14.8,12
Evening,Tuesday,Commercial at Montgomery,San Francisco,20.3,12
Evening,Tuesday,California Ave Caltrain Station,Palo Alto,24.8,12
Afternoon,Tuesday,Paseo de San Antonio,San Jose,10.9,12
Mid Morning,Tuesday,Post at Kearney,San Francisco,29.8,12
Mid Day,Tuesday,Mountain View Caltrain Station,Mountain View,26.3,12
Mid Morning,Tuesday,Mountain View Caltrain Station,Mountain View,17.2,12
Early Afternoon,Wednesday,San Salvador at 1st,San Jose,38.6,12
Mid Day,Wednesday,San Jose Diridon Caltrain Station,San Jose,16.5,12
Evening,Wednesday,Commercial at Montgomery,San Francisco,9.4,12
Nightime,Wednesday,Market at 10th,San Francisco,10.8,12
Nightime,Wednesday,Market at Sansome,San Francisco,72.0,12
Nightime,Wednesday,Harry Bridges Plaza (Ferry Building),San Francisco,21.7,12
Nightime,Wednesday,Embarcadero at Vallejo,San Francisco,28.8,12
Mid Day,Wednesday,Washington at Kearney,San Francisco,27.5,12
Afternoon,Thursday,MLK Library,San Jose,13.1,12
Early Afternoon,Thursday,Adobe on Almaden,San Jose,18.9,12
Mid Day,Thursday,San Pedro Square,San Jose,107.6,12
Morning,Thursday,Mechanics Plaza (Market at Battery),San Francisco,43.4,12
Morning,Thursday,Post at Kearny,San Francisco,13.8,12
Mid Morning,Thursday,Broadway St at Battery St,San Francisco,17.1,12
Afternoon,Thursday,California Ave Caltrain Station,Palo Alto,40.1,12
Morning,Thursday,2nd at South Park,San Francisco,13.0,12
Afternoon,Friday,SJSU 4th at San Carlos,San Jose,17.2,12
Evening,Friday,San Francisco Caltrain 2 (330 Townsend),San Francisco,21.0,12
Evening,Friday,San Salvador at 1st,San Jose,126.6,12
Nightime,Friday,Market at 10th,San Francisco,37.3,12
Early Afternoon,Friday,University and Emerson,Palo Alto,51.1,12
Evening,Friday,Post at Kearny,San Francisco,10.1,12
Morning,Friday,Mountain View Caltrain Station,Mountain View,16.1,12
Mid Day,Saturday,SJSU 4th at San Carlos,San Jose,37.8,12
Afternoon,Saturday,SJSU - San Salvador at 9th,San Jose,17.8,12
Nightime,Saturday,Commercial at Montgomery,San Francisco,87.7,12
Morning,Saturday,Post at Kearny,San Francisco,45.3,12
Nightime,Saturday,Clay at Battery,San Francisco,14.8,12
Mid Morning,Saturday,Davis at Jackson,San Francisco,27.7,12
Nightime,Saturday,Broadway St at Battery St,San Francisco,87.8,12
Early Afternoon,Saturday,San Antonio Shopping Center,Mountain View,26.2,12
Mid Day,Saturday,Rengstorff Avenue / California Street,Mountain View,106.2,12
Afternoon,Saturday,Washington at Kearney,San Francisco,19.7,12
Nightime,Saturday,Washington at Kearny,San Francisco,23.3,12
Early Afternoon,Saturday,Castro Street and El Camino Real,Mountain View,239.1,12
Afternoon,Sunday,SJSU - San Salvador at 9th,San Jose,13.6,11
Mid Day,Sunday,Redwood City Caltrain Station,Redwood City,95.5,11
Afternoon,Sunday,Cowper at University,Palo Alto,14.7,11
Morning,Sunday,Embarcadero at Folsom,San Francisco,323.7,11
Afternoon,Sunday,Post at Kearney,San Francisco,11.5,11
Mid Morning,Sunday,Castro Street and El Camino Real,Mountain View,18.7,11
Evening,Monday,Howard at 2nd,San Francisco,10.1,11
Evening,Monday,Spear at Folsom,San Francisco,13.5,11
Evening,Monday,Commercial at Montgomery,San Francisco,21.0,11
Morning,Monday,Clay at Battery,San Francisco,14.8,11
Morning,Monday,San Francisco City Hall,San Francisco,19.5,11
Mid Morning,Monday,Commercial at Montgomery,San Francisco,19.0,11
Afternoon,Monday,California Ave Caltrain Station,Palo Alto,925.1,11
Afternoon,Monday,Paseo de San Antonio,San Jose,44.7,11
Nightime,Monday,Market at 4th,San Francisco,17.5,11
Morning,Monday,Spear at Folsom,San Francisco,62.5,11
Afternoon,Monday,MLK Library,San Jose,58.7,11
Mid Day,Tuesday,Adobe on Almaden,San Jose,17.9,11
Nightime,Tuesday,Market at Sansome,San Francisco,15.2,11
Early Afternoon,Tuesday,Washington at Kearney,San Francisco,28.3,11
Mid Morning,Tuesday,Spear at Folsom,San Francisco,32.1,11
Nightime,Tuesday,San Francisco Caltrain (Townsend at 4th),San Francisco,94.0,11
Nightime,Tuesday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,17.1,11
Mid Day,Tuesday,San Salvador at 1st,San Jose,13.6,11
Mid Day,Tuesday,San Jose Civic Center,San Jose,15.8,11
Early Afternoon,Tuesday,California Ave Caltrain Station,Palo Alto,138.4,11
Evening,Wednesday,San Salvador at 1st,San Jose,16.5,11
Afternoon,Wednesday,Paseo de San Antonio,San Jose,13.5,11
Early Afternoon,Wednesday,Santa Clara County Civic Center,San Jose,21.0,11
Morning,Wednesday,San Francisco City Hall,San Francisco,19.3,11
Nightime,Wednesday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,42.9,11
Nightime,Wednesday,Howard at 2nd,San Francisco,392.3,11
Mid Day,Wednesday,San Antonio Caltrain Station,Mountain View,60.8,11
Nightime,Wednesday,Embarcadero at Folsom,San Francisco,109.4,11
Mid Morning,Wednesday,Spear at Folsom,San Francisco,18.7,11
Evening,Thursday,MLK Library,San Jose,18.7,11
Early Afternoon,Thursday,Paseo de San Antonio,San Jose,16.3,11
Evening,Thursday,Beale at Market,San Francisco,13.5,11
Evening,Thursday,Golden Gate at Polk,San Francisco,25.0,11
Mid Day,Thursday,Washington at Kearney,San Francisco,14.5,11
Evening,Thursday,Temporary Transbay Terminal (Howard at Beale),San Francisco,38.3,11
Nightime,Thursday,Howard at 2nd,San Francisco,87.7,11
Morning,Thursday,Commercial at Montgomery,San Francisco,89.3,11
Afternoon,Thursday,Palo Alto Caltrain Station,Palo Alto,27.3,11
Morning,Thursday,Mountain View Caltrain Station,Mountain View,17.4,11
Nightime,Thursday,Embarcadero at Vallejo,San Francisco,149.5,11
Afternoon,Thursday,San Antonio Shopping Center,Mountain View,8.5,11
Nightime,Friday,San Jose Civic Center,San Jose,14.8,11
Early Afternoon,Friday,SJSU 4th at San Carlos,San Jose,40.5,11
Early Afternoon,Friday,San Jose City Hall,San Jose,11.8,11
Evening,Friday,Arena Green / SAP Center,San Jose,19.7,11
Evening,Friday,Embarcadero at Folsom,San Francisco,52.4,11
Morning,Friday,2nd at South Park,San Francisco,10.8,11
Evening,Friday,San Francisco City Hall,San Francisco,29.8,11
Mid Morning,Friday,University and Emerson,Palo Alto,160.4,11
Early Afternoon,Friday,Palo Alto Caltrain Station,Palo Alto,43.4,11
Mid Morning,Friday,Palo Alto Caltrain Station,Palo Alto,113.1,11
Early Afternoon,Friday,San Antonio Caltrain Station,Mountain View,36.7,11
Afternoon,Friday,Post at Kearney,San Francisco,9.0,11
Nightime,Friday,Japantown,San Jose,112.4,11
Early Afternoon,Friday,Park at Olive,Palo Alto,28.5,11
Mid Day,Saturday,SJSU - San Salvador at 9th,San Jose,47.7,11
Mid Morning,Saturday,San Jose Diridon Caltrain Station,San Jose,23.2,11
Morning,Saturday,Grant Avenue at Columbus Avenue,San Francisco,29.3,11
Morning,Saturday,2nd at Folsom,San Francisco,26.7,11
Evening,Saturday,Commercial at Montgomery,San Francisco,13.3,11
Nightime,Saturday,South Van Ness at Market,San Francisco,40.7,11
Morning,Saturday,Golden Gate at Polk,San Francisco,117.5,11
Afternoon,Saturday,University and Emerson,Palo Alto,22.5,11
Afternoon,Saturday,San Antonio Shopping Center,Mountain View,21.3,11
Early Afternoon,Saturday,Rengstorff Avenue / California Street,Mountain View,31.5,11
Early Afternoon,Saturday,SJSU 4th at San Carlos,San Jose,22.3,11
Nightime,Saturday,Post at Kearny,San Francisco,66.6,11
Morning,Saturday,Market at 10th,San Francisco,81.5,11
Mid Day,Sunday,Ryland Park,San Jose,40.5,10
Afternoon,Sunday,St James Park,San Jose,145.4,10
Evening,Sunday,Paseo de San Antonio,San Jose,10.3,10
Afternoon,Sunday,Palo Alto Caltrain Station,Palo Alto,156.6,10
Afternoon,Sunday,San Antonio Caltrain Station,Mountain View,29.7,10
Mid Morning,Sunday,Paseo de San Antonio,San Jose,16.5,10
Nightime,Sunday,2nd at Folsom,San Francisco,49.3,10
Nightime,Sunday,San Francisco Caltrain 2 (330 Townsend),San Francisco,18.2,10
Evening,Sunday,Davis at Jackson,San Francisco,14.6,10
Nightime,Sunday,Japantown,San Jose,22.6,10
Mid Morning,Sunday,Santa Clara at Almaden,San Jose,84.4,10
Nightime,Sunday,San Jose Civic Center,San Jose,1104.8,10
Evening,Monday,Arena Green / SAP Center,San Jose,11.5,10
Nightime,Monday,San Jose Diridon Caltrain Station,San Jose,57.6,10
Afternoon,Monday,SJSU 4th at San Carlos,San Jose,13.5,10
Afternoon,Monday,Washington at Kearney,San Francisco,74.4,10
Nightime,Monday,Civic Center BART (7th at Market),San Francisco,473.3,10
Early Afternoon,Monday,Santa Clara at Almaden,San Jose,15.2,10
Mid Morning,Monday,Mountain View Caltrain Station,Mountain View,12.8,10
Mid Day,Monday,Park at Olive,Palo Alto,42.5,10
Afternoon,Tuesday,Washington at Kearney,San Francisco,18.7,10
Mid Morning,Tuesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,12.3,10
Mid Day,Tuesday,Washington at Kearney,San Francisco,63.3,10
Mid Morning,Tuesday,Washington at Kearney,San Francisco,107.2,10
Mid Day,Tuesday,San Antonio Caltrain Station,Mountain View,91.8,10
Morning,Tuesday,Mechanics Plaza (Market at Battery),San Francisco,34.0,10
Nightime,Tuesday,Harry Bridges Plaza (Ferry Building),San Francisco,14.0,10
Early Afternoon,Tuesday,Palo Alto Caltrain Station,Palo Alto,177.3,10
Mid Morning,Tuesday,San Antonio Caltrain Station,Mountain View,22.2,10
Mid Morning,Tuesday,Davis at Jackson,San Francisco,51.8,10
Mid Day,Tuesday,San Jose Diridon Caltrain Station,San Jose,11.7,10
Evening,Tuesday,San Jose Civic Center,San Jose,17.0,10
Morning,Tuesday,Mountain View Caltrain Station,Mountain View,11.5,10
Afternoon,Tuesday,Cowper at University,Palo Alto,81.0,10
Early Afternoon,Tuesday,Charleston Park/ North Bayshore Area,Mountain View,24.3,10
Afternoon,Wednesday,St James Park,San Jose,14.9,10
Mid Day,Wednesday,Adobe on Almaden,San Jose,34.7,10
Early Afternoon,Wednesday,Arena Green / SAP Center,San Jose,27.8,10
Afternoon,Wednesday,Arena Green / SAP Center,San Jose,9.9,10
Evening,Wednesday,Golden Gate at Polk,San Francisco,9.1,10
Evening,Wednesday,Spear at Folsom,San Francisco,12.7,10
Mid Morning,Wednesday,Washington at Kearney,San Francisco,172.1,10
Mid Morning,Wednesday,Commercial at Montgomery,San Francisco,52.5,10
Early Afternoon,Wednesday,Cowper at University,Palo Alto,29.1,10
Nightime,Wednesday,Beale at Market,San Francisco,105.8,10
Morning,Wednesday,Ryland Park,San Jose,21.1,10
Nightime,Wednesday,5th at Howard,San Francisco,248.7,10
Early Afternoon,Wednesday,SJSU 4th at San Carlos,San Jose,36.2,10
Afternoon,Thursday,San Jose City Hall,San Jose,127.4,10
Evening,Thursday,San Salvador at 1st,San Jose,12.0,10
Mid Morning,Thursday,San Jose Civic Center,San Jose,15.0,10
Mid Day,Thursday,SJSU 4th at San Carlos,San Jose,21.6,10
Mid Day,Thursday,San Jose Diridon Caltrain Station,San Jose,32.4,10
Evening,Thursday,Howard at 2nd,San Francisco,12.9,10
Early Afternoon,Thursday,University and Emerson,Palo Alto,69.6,10
Mid Day,Thursday,Castro Street and El Camino Real,Mountain View,40.3,10
Evening,Thursday,Ryland Park,San Jose,16.7,10
Mid Morning,Thursday,San Antonio Caltrain Station,Mountain View,30.7,10
Mid Day,Friday,St James Park,San Jose,21.7,10
Evening,Friday,San Jose City Hall,San Jose,23.5,10
Afternoon,Friday,Arena Green / SAP Center,San Jose,152.7,10
Early Afternoon,Friday,Redwood City Caltrain Station,Redwood City,116.2,10
Mid Morning,Friday,SJSU - San Salvador at 9th,San Jose,12.5,10
Mid Morning,Friday,Davis at Jackson,San Francisco,26.0,10
Evening,Friday,Clay at Battery,San Francisco,24.9,10
Nightime,Friday,Powell at Post (Union Square),San Francisco,112.9,10
Early Afternoon,Friday,Cowper at University,Palo Alto,59.4,10
Mid Day,Friday,Mountain View City Hall,Mountain View,312.2,10
Morning,Friday,Post at Kearny,San Francisco,7.3,10
Nightime,Friday,Steuart at Market,San Francisco,22.0,10
Early Afternoon,Friday,SJSU - San Salvador at 9th,San Jose,16.4,10
Morning,Friday,Broadway St at Battery St,San Francisco,31.4,10
Nightime,Friday,Embarcadero at Vallejo,San Francisco,95.9,10
Mid Day,Friday,Park at Olive,Palo Alto,31.2,10
Mid Day,Friday,Mountain View Caltrain Station,Mountain View,26.5,10
Mid Day,Saturday,San Jose City Hall,San Jose,79.4,10
Mid Day,Saturday,Adobe on Almaden,San Jose,19.5,10
Evening,Saturday,2nd at Folsom,San Francisco,11.9,10
Evening,Saturday,Broadway St at Battery St,San Francisco,17.6,10
Morning,Saturday,South Van Ness at Market,San Francisco,15.2,10
Nightime,Saturday,Spear at Folsom,San Francisco,16.4,10
Mid Morning,Saturday,Santa Clara at Almaden,San Jose,62.4,10
Afternoon,Saturday,Arena Green / SAP Center,San Jose,175.5,10
Nightime,Saturday,Mechanics Plaza (Market at Battery),San Francisco,30.5,10
Mid Morning,Sunday,MLK Library,San Jose,38.0,9
Early Afternoon,Sunday,St James Park,San Jose,45.1,9
Afternoon,Sunday,Adobe on Almaden,San Jose,33.4,9
Nightime,Sunday,Paseo de San Antonio,San Jose,20.2,9
Mid Day,Sunday,Santa Clara County Civic Center,San Jose,32.3,9
Evening,Sunday,San Francisco Caltrain 2 (330 Townsend),San Francisco,13.2,9
Nightime,Sunday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,166.2,9
Morning,Sunday,South Van Ness at Market,San Francisco,17.2,9
Mid Morning,Sunday,California Ave Caltrain Station,Palo Alto,67.0,9
Nightime,Sunday,2nd at Townsend,San Francisco,32.9,9
Morning,Sunday,Post at Kearny,San Francisco,22.0,9
Nightime,Sunday,Arena Green / SAP Center,San Jose,1779.1,9
Mid Morning,Sunday,San Jose Diridon Caltrain Station,San Jose,44.3,9
Mid Day,Sunday,St James Park,San Jose,33.3,9
Early Afternoon,Sunday,Redwood City Caltrain Station,Redwood City,47.0,9
Evening,Sunday,Mountain View Caltrain Station,Mountain View,26.1,9
Morning,Sunday,Washington at Kearney,San Francisco,9.7,9
Mid Morning,Sunday,Palo Alto Caltrain Station,Palo Alto,65.8,9
Evening,Monday,Paseo de San Antonio,San Jose,23.6,9
Early Afternoon,Monday,San Jose City Hall,San Jose,30.0,9
Afternoon,Monday,Santa Clara at Almaden,San Jose,9.9,9
Morning,Monday,Beale at Market,San Francisco,12.6,9
Morning,Monday,Townsend at 7th,San Francisco,16.7,9
Evening,Monday,San Francisco Caltrain 2 (330 Townsend),San Francisco,10.6,9
Mid Morning,Monday,Palo Alto Caltrain Station,Palo Alto,70.9,9
Afternoon,Monday,Japantown,San Jose,18.0,9
Morning,Monday,SJSU - San Salvador at 9th,San Jose,10.1,9
Morning,Monday,2nd at South Park,San Francisco,16.4,9
Nightime,Monday,Embarcadero at Vallejo,San Francisco,96.3,9
Nightime,Monday,5th at Howard,San Francisco,19.1,9
Nightime,Monday,Post at Kearney,San Francisco,9.1,9
Mid Day,Monday,Japantown,San Jose,24.4,9
Afternoon,Monday,Palo Alto Caltrain Station,Palo Alto,366.6,9
Morning,Monday,Park at Olive,Palo Alto,30.0,9
Nightime,Monday,Steuart at Market,San Francisco,22.0,9
Early Afternoon,Tuesday,San Salvador at 1st,San Jose,240.2,9
Evening,Tuesday,Embarcadero at Folsom,San Francisco,17.4,9
Nightime,Tuesday,Spear at Folsom,San Francisco,13.7,9
Evening,Tuesday,San Francisco City Hall,San Francisco,147.9,9
Morning,Tuesday,Palo Alto Caltrain Station,Palo Alto,13.7,9
Mid Day,Tuesday,Japantown,San Jose,15.8,9
Afternoon,Tuesday,SJSU 4th at San Carlos,San Jose,11.8,9
Evening,Tuesday,Post at Kearny,San Francisco,10.0,9
Early Afternoon,Tuesday,SJSU 4th at San Carlos,San Jose,134.8,9
Afternoon,Tuesday,San Antonio Caltrain Station,Mountain View,166.4,9
Mid Day,Wednesday,San Jose City Hall,San Jose,20.1,9
Afternoon,Wednesday,SJSU 4th at San Carlos,San Jose,6.2,9
Early Afternoon,Wednesday,Adobe on Almaden,San Jose,9.7,9
Mid Morning,Wednesday,San Jose Diridon Caltrain Station,San Jose,9.6,9
Morning,Wednesday,Spear at Folsom,San Francisco,9.9,9
Evening,Wednesday,San Francisco Caltrain 2 (330 Townsend),San Francisco,74.3,9
Mid Day,Wednesday,California Ave Caltrain Station,Palo Alto,17.9,9
Mid Day,Wednesday,Japantown,San Jose,19.1,9
Nightime,Wednesday,Embarcadero at Bryant,San Francisco,129.9,9
Evening,Wednesday,Washington at Kearney,San Francisco,22.3,9
Morning,Wednesday,Mechanics Plaza (Market at Battery),San Francisco,59.8,9
Nightime,Wednesday,Powell at Post (Union Square),San Francisco,21.6,9
Afternoon,Wednesday,San Jose City Hall,San Jose,39.6,9
Early Afternoon,Wednesday,Palo Alto Caltrain Station,Palo Alto,1520.6,9
Afternoon,Wednesday,California Ave Caltrain Station,Palo Alto,49.6,9
Afternoon,Thursday,SJSU - San Salvador at 9th,San Jose,15.3,9
Evening,Thursday,Davis at Jackson,San Francisco,18.9,9
Nightime,Thursday,Powell at Post (Union Square),San Francisco,22.7,9
Evening,Thursday,Spear at Folsom,San Francisco,14.7,9
Evening,Thursday,Broadway St at Battery St,San Francisco,12.8,9
Evening,Thursday,Washington at Kearney,San Francisco,16.8,9
Nightime,Thursday,Civic Center BART (7th at Market),San Francisco,54.6,9
Mid Day,Thursday,Mountain View Caltrain Station,Mountain View,34.0,9
Nightime,Thursday,Japantown,San Jose,140.4,9
Mid Morning,Thursday,Redwood City Caltrain Station,Redwood City,205.0,9
Early Afternoon,Thursday,SJSU 4th at San Carlos,San Jose,105.4,9
Morning,Thursday,Redwood City Caltrain Station,Redwood City,1347.2,9
Evening,Thursday,5th at Howard,San Francisco,103.6,9
Early Afternoon,Friday,St James Park,San Jose,18.4,9
